"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","BirthYear","MonthlyLeaves","OverTimeHours"
22,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",511,1,"1",3,1,"컨설팅직",2,"Married",2244,1,13,3,4,2,1,3,2,1,1,2,1998,1,0
36,"0","Travel_Rarely","Tax","30분미만",2,"상경계",513,2,"0",2,3,"감사직",3,"Married",7596,1,13,3,2,10,2,3,10,9,9,0,1984,3,0
30,"1","Travel_Frequently","Audit","30분미만",3,"자연과학",514,3,"0",3,1,"컨설팅직",4,"Single",2285,9,23,4,3,3,4,3,1,0,0,0,1990,2,12
37,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",515,4,"1",3,1,"기술컨설팅직",1,"Divorced",3034,1,12,3,3,18,2,2,18,7,12,17,1983,1,0
40,"0","Travel_Rarely","Tax","30분미만",2,"인문학",516,4,"1",3,2,"감사직",2,"Divorced",5715,7,12,3,3,8,5,3,5,4,1,3,1980,3,0
42,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",517,2,"1",3,1,"기술컨설팅직",1,"Divorced",2576,3,16,3,2,8,5,3,5,2,1,2,1978,3,0
37,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",518,3,"0",3,2,"세무직",2,"Single",4197,2,12,3,4,18,2,2,1,0,0,1,1983,1,7
43,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",520,1,"0",2,4,"기술직",2,"Divorced",14336,1,11,3,3,25,3,3,25,10,3,9,1977,0,0
40,"0","Travel_Rarely","Audit","30분미만",3,"상경계",521,2,"1",2,2,"기술컨설팅직",3,"Married",3448,6,22,4,2,20,3,3,1,0,0,0,1980,1,0
54,"0","Travel_Rarely","Audit","30분미만",2,"상경계",522,1,"0",3,5,"기술직",1,"Married",19406,4,11,3,3,24,4,2,4,2,1,2,1966,3,0
34,"0","Non-Travel","Tax","30분미만",4,"인문학",523,3,"1",3,2,"감사직",3,"Married",6538,9,15,3,1,6,3,3,3,2,1,2,1986,0,0
31,"0","Travel_Rarely","Audit","30분미만",2,"상경계",524,2,"1",3,2,"세무직",1,"Married",4306,1,12,3,2,13,5,1,13,10,3,12,1989,0,0
43,"0","Travel_Frequently","Audit"," 1시간이상",3,"상경계",525,4,"0",3,1,"기술컨설팅직",4,"Married",2258,7,20,4,1,8,1,3,3,2,1,2,1977,2,0
43,"0","Travel_Rarely","Audit","30분미만",4,"기타",526,3,"1",3,2,"투자자문직",3,"Divorced",4522,4,14,3,4,8,3,3,5,2,0,2,1977,3,19
25,"0","Travel_Rarely","Tax","30분미만",2,"기술공학",527,2,"1",2,2,"감사직",4,"Single",4487,1,11,3,2,5,3,3,5,4,1,3,1995,2,50
37,"0","Non-Travel","Audit"," 1시간이상",5,"상경계",529,2,"1",3,2,"컨설팅직",3,"Married",4449,3,15,3,1,15,2,3,13,11,10,7,1983,0,42
31,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",530,4,"0",2,1,"기술컨설팅직",1,"Married",2218,1,12,3,3,4,3,3,4,2,3,2,1989,2,0
39,"0","Travel_Frequently","Audit","30분미만",1,"기술공학",531,2,"0",3,5,"연구직",3,"Divorced",19197,1,14,3,3,21,3,3,21,8,1,6,1981,1,38
56,"0","Travel_Frequently","Tax","30분미만",3,"기술공학",532,3,"1",4,4,"감사직",1,"Married",13212,9,11,3,4,36,0,2,7,7,7,7,1964,1,0
30,"0","Travel_Rarely","Tax","1시간미만",3,"자연과학",533,2,"1",3,2,"감사직",3,"Single",6577,0,11,3,2,6,6,3,5,4,4,4,1990,2,0
41,"0","Travel_Rarely","Tax","30분미만",3,"인문학",534,2,"0",4,3,"감사직",1,"Married",8392,1,16,3,3,10,2,3,10,7,0,7,1979,0,0
28,"0","Travel_Rarely","Audit","1시간미만",2,"상경계",536,3,"0",3,2,"기술컨설팅직",1,"Divorced",4558,1,12,3,4,10,2,3,10,0,1,8,1992,2,0
25,"1","Travel_Rarely","Audit","30분미만",3,"상경계",538,1,"0",3,1,"기술컨설팅직",1,"Married",4031,5,13,3,3,6,5,3,2,2,0,2,1995,3,0
52,"0","Travel_Rarely","Audit","30분미만",3,"상경계",543,4,"0",2,3,"세무직",3,"Married",7969,2,14,3,3,28,4,3,5,4,0,4,1968,2,51
45,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",544,1,"0",3,1,"컨설팅직",4,"Married",2654,3,21,4,4,8,3,2,2,2,0,2,1975,1,0
52,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",546,4,"1",3,4,"연구직",4,"Married",16555,2,13,3,4,31,2,1,5,2,1,4,1968,0,0
42,"0","Travel_Frequently","Audit"," 1시간이상",2,"기술공학",547,1,"1",3,2,"컨설팅직",3,"Divorced",4556,2,11,3,2,19,3,3,5,4,0,2,1978,3,0
30,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",548,3,"1",1,2,"세무직",4,"Single",6091,2,20,4,3,11,2,3,5,4,0,2,1990,1,0
60,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",549,1,"1",3,5,"연구직",1,"Married",19566,5,11,3,4,33,5,1,29,8,11,10,1960,1,0
46,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",550,3,"1",3,2,"세무직",3,"Divorced",4810,2,14,3,3,19,5,2,10,7,0,8,1974,0,0
42,"0","Travel_Frequently","Audit"," 1시간이상",4,"자연과학",551,4,"1",2,2,"투자자문직",4,"Married",4523,0,11,3,4,7,4,4,6,5,0,4,1978,2,0
24,"1","Travel_Rarely","Tax","30분미만",1,"자연과학",554,1,"1",3,1,"영업직",2,"Single",3202,1,16,3,2,6,4,3,5,3,1,4,1996,1,50
34,"1","Travel_Frequently","Tax","30분미만",2,"인문학",555,4,"1",1,1,"영업직",3,"Divorced",2351,0,16,3,4,3,3,2,2,2,1,0,1986,0,0
38,"0","Travel_Frequently","Audit","30분미만",2,"기술공학",556,4,"0",3,1,"기술컨설팅직",4,"Married",1702,1,23,4,3,1,3,3,1,0,0,0,1982,1,38
40,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",558,3,"1",3,5,"연구직",3,"Married",18041,0,14,3,4,21,2,3,20,15,1,12,1980,0,0
26,"0","Travel_Rarely","Audit"," 1시간이상",3,"기술공학",560,1,"1",3,1,"컨설팅직",4,"Divorced",2886,1,22,4,2,3,3,1,3,2,0,2,1994,2,0
30,"0","Non-Travel","Audit","30분미만",3,"기술공학",562,3,"0",3,1,"기술컨설팅직",4,"Married",2097,4,15,3,3,9,3,1,5,3,1,4,1990,3,0
29,"0","Travel_Rarely","Audit","30분미만",4,"상경계",564,2,"0",2,3,"기술직",3,"Married",11935,1,18,3,3,10,2,3,10,2,0,7,1991,1,0
29,"1","Travel_Rarely","Audit"," 1시간이상",5,"자연과학",565,3,"1",2,1,"컨설팅직",2,"Married",2546,5,16,3,2,6,2,4,2,2,1,1,1991,2,0
19,"1","Travel_Rarely","CS & DA","30분미만",2,"자연과학",566,1,"0",2,1,"사무직",4,"Single",2564,1,12,3,3,1,3,4,1,0,0,0,2001,1,0
30,"0","Non-Travel","Tax"," 1시간이상",4,"기타",567,3,"1",3,3,"감사직",1,"Married",8412,0,11,3,3,10,3,3,9,8,7,8,1990,0,0
57,"0","Travel_Rarely","Tax"," 1시간이상",3,"인문학",568,1,"0",2,4,"연구직",4,"Divorced",14118,3,12,3,3,32,3,2,1,0,0,0,1963,0,0
50,"0","Travel_Rarely","Audit"," 1시간이상",4,"기술공학",569,2,"0",2,4,"연구직",3,"Married",17046,0,15,3,2,28,2,3,27,10,15,7,1970,1,0
30,"0","Non-Travel","Audit","30분미만",3,"상경계",571,3,"1",3,1,"기술컨설팅직",4,"Single",2564,0,14,3,3,12,2,2,11,7,6,7,1990,0,0
60,"0","Travel_Frequently","Tax"," 1시간이상",3,"인문학",573,3,"1",2,3,"감사직",1,"Married",10266,4,19,3,4,22,5,4,18,13,13,11,1960,2,0
47,"0","Travel_Rarely","Audit","30분미만",2,"상경계",574,1,"1",3,2,"세무직",4,"Divorced",5070,5,13,3,3,20,2,3,5,0,0,4,1973,0,0
46,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",575,1,"0",3,4,"기술직",3,"Married",17861,6,13,3,3,26,2,1,3,2,0,1,1974,1,0
35,"0","Travel_Rarely","Audit"," 1시간이상",3,"기술공학",577,4,"0",1,1,"기술컨설팅직",3,"Single",4230,0,15,3,3,6,2,3,5,4,4,3,1985,3,0
54,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",578,3,"1",3,2,"기술컨설팅직",3,"Single",3780,7,11,3,3,19,3,3,1,0,0,0,1966,3,0
34,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",579,4,"0",2,1,"컨설팅직",3,"Divorced",2768,3,12,3,3,14,3,3,7,3,5,7,1986,3,0
46,"0","Travel_Rarely","Tax","30분미만",3,"인문학",580,3,"1",2,3,"감사직",4,"Married",9071,2,19,3,3,15,3,3,3,2,1,2,1974,3,37
31,"0","Travel_Rarely","Audit","30분미만",1,"기술공학",581,3,"0",3,3,"세무직",2,"Divorced",10648,1,25,4,4,13,6,4,13,8,0,8,1989,2,0
33,"1","Travel_Rarely","Audit","1시간미만",1,"상경계",582,2,"0",3,3,"연구직",3,"Married",13610,7,12,3,4,15,2,4,7,6,7,7,1987,3,25
33,"1","Travel_Rarely","Audit","30분미만",1,"상경계",584,1,"0",1,1,"기술컨설팅직",4,"Divorced",3408,7,13,3,1,8,2,3,4,3,1,3,1987,0,0
30,"0","Travel_Rarely","Tax","30분미만",1,"인문학",585,4,"0",3,1,"영업직",2,"Single",2983,0,14,3,1,4,3,3,3,2,1,2,1990,2,0
35,"0","Travel_Rarely","Audit","1시간미만",3,"기술공학",586,4,"0",3,3,"투자자문직",3,"Married",7632,4,12,3,3,10,2,3,8,7,0,0,1985,3,19
31,"1","Travel_Frequently","Audit","1시간미만",3,"기술공학",587,1,"0",3,3,"투자자문직",3,"Married",9824,3,12,3,1,12,2,3,1,0,0,0,1989,2,0
34,"1","Travel_Frequently","CS & DA"," 1시간이상",3,"예체능",590,2,"1",3,3,"사무직",1,"Divorced",9950,9,15,3,3,11,2,3,3,2,0,2,1986,0,12
42,"0","Travel_Frequently","Audit","30분미만",2,"기타",591,2,"0",3,1,"기술컨설팅직",3,"Married",2093,4,17,3,4,8,4,3,2,2,2,0,1978,1,0
36,"0","Non-Travel","Tax","30분미만",4,"상경계",592,2,"0",3,3,"감사직",4,"Single",9980,1,14,3,4,10,3,2,10,3,9,7,1984,2,0
22,"1","Travel_Frequently","Audit","30분미만",1,"자연과학",593,3,"0",2,1,"기술컨설팅직",3,"Single",3894,5,16,3,3,4,3,3,2,2,1,2,1998,1,0
48,"0","Travel_Rarely","Tax","30분미만",5,"인문학",595,2,"1",3,2,"감사직",4,"Married",4051,2,14,3,1,14,2,3,9,7,6,7,1972,3,0
55,"0","Travel_Rarely","Tax","1시간미만",5,"기술공학",597,1,"1",3,4,"연구직",2,"Single",16835,3,23,4,4,37,2,3,10,9,7,7,1965,0,0
41,"0","Non-Travel","Tax","30분미만",2,"기술공학",599,4,"0",3,2,"감사직",4,"Single",6230,7,14,3,4,16,3,3,14,3,1,10,1979,1,0
35,"0","Travel_Rarely","Tax","30분미만",3,"인문학",600,2,"0",3,2,"감사직",3,"Married",4717,9,11,3,3,15,2,3,11,9,6,9,1985,1,0
40,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",601,2,"1",3,4,"세무직",3,"Single",13237,7,15,3,3,22,3,3,20,6,5,13,1980,0,0
39,"0","Travel_Frequently","Audit","30분미만",1,"기술공학",602,3,"1",3,1,"기술컨설팅직",3,"Married",3755,1,11,3,1,8,3,3,8,3,0,7,1981,3,0
31,"0","Travel_Rarely","Tax","30분미만",1,"기술공학",604,2,"0",3,2,"감사직",4,"Single",6582,4,13,3,3,10,2,4,6,5,0,5,1989,3,13
42,"0","Travel_Rarely","Audit"," 1시간이상",3,"상경계",605,4,"0",3,3,"세무직",1,"Married",7406,1,21,4,4,10,5,2,10,9,5,8,1978,2,10
45,"0","Travel_Rarely","Tax","30분미만",3,"기타",606,4,"0",3,2,"감사직",2,"Married",4805,0,19,3,2,9,3,4,8,7,3,7,1975,0,0
26,"1","Travel_Frequently","CS & DA","1시간미만",4,"기술공학",608,2,"1",3,1,"사무직",3,"Divorced",2741,0,11,3,2,8,2,2,7,7,1,0,1994,1,13
29,"0","Travel_Rarely","Audit","1시간미만",3,"자연과학",611,4,"0",3,2,"세무직",4,"Divorced",4262,4,12,3,2,8,2,4,3,2,1,2,1991,3,0
33,"0","Travel_Rarely","Audit","30분미만",5,"상경계",612,1,"1",4,4,"기술직",3,"Divorced",16184,4,19,3,3,10,2,3,6,1,0,5,1987,0,0
31,"0","Travel_Rarely","Tax","30분미만",3,"기술공학",613,3,"0",2,3,"연구직",4,"Divorced",11557,9,21,4,3,10,3,2,5,4,0,1,1989,2,0
18,"1","Travel_Frequently","Tax","30분미만",3,"인문학",614,2,"0",3,1,"영업직",2,"Single",1878,1,14,3,4,0,3,3,0,0,0,0,2002,1,44
40,"0","Non-Travel","Tax"," 1시간이상",3,"기타",615,3,"0",1,3,"감사직",1,"Divorced",10932,3,15,3,3,20,2,3,1,0,0,1,1980,2,0
41,"0","Non-Travel","Audit","30분미만",4,"기타",616,1,"1",2,2,"투자자문직",3,"Single",6811,2,17,3,1,10,3,3,8,7,0,7,1979,2,3
26,"0","Travel_Rarely","Tax"," 1시간이상",2,"상경계",618,1,"0",3,2,"감사직",3,"Divorced",4306,5,12,3,1,8,5,3,0,0,0,0,1994,0,0
35,"0","Travel_Rarely","Tax","30분미만",3,"상경계",620,1,"1",3,2,"감사직",3,"Single",4859,1,16,3,4,5,3,3,5,4,0,3,1985,2,0
34,"0","Travel_Rarely","Tax"," 1시간이상",4,"기술공학",621,4,"0",4,2,"감사직",4,"Single",5337,1,12,3,4,10,3,3,10,7,5,7,1986,2,0
26,"1","Travel_Rarely","Audit"," 1시간이상",3,"자연과학",622,3,"0",1,1,"기술컨설팅직",4,"Single",2340,1,18,3,2,1,3,1,1,0,0,0,1994,2,43
37,"0","Travel_Rarely","Audit","30분미만",3,"자연과학",623,2,"1",3,3,"세무직",4,"Single",7491,4,17,3,4,12,3,4,6,5,1,2,1983,0,0
46,"0","Travel_Frequently","Audit","1시간미만",1,"상경계",624,1,"1",3,3,"투자자문직",3,"Married",10527,5,11,3,4,28,3,2,2,2,1,2,1974,1,0
41,"0","Travel_Rarely","Tax","30분미만",5,"기술공학",625,2,"1",3,4,"연구직",1,"Married",16595,7,16,3,2,22,2,3,18,16,11,8,1979,3,0
37,"0","Non-Travel","Tax","30분미만",4,"상경계",626,1,"0",3,3,"감사직",2,"Divorced",8834,1,13,3,4,9,6,3,9,5,7,7,1983,1,0
52,"0","Travel_Rarely","Audit","30분미만",2,"자연과학",630,4,"0",3,2,"컨설팅직",1,"Divorced",5577,3,12,3,2,18,3,3,10,9,6,9,1968,1,25
32,"1","Non-Travel","Tax","1시간미만",4,"기타",631,4,"0",4,2,"감사직",3,"Married",4707,8,12,3,4,6,2,3,4,2,1,2,1988,2,0
24,"0","Travel_Frequently","Tax"," 1시간이상",3,"상경계",632,4,"0",3,1,"영업직",4,"Married",2400,0,13,3,3,3,3,3,2,2,2,1,1996,3,0
38,"0","Travel_Rarely","Audit","30분미만",3,"상경계",634,3,"1",3,2,"투자자문직",3,"Married",9824,3,19,3,3,18,4,3,1,0,0,0,1982,1,0
37,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",635,2,"1",3,2,"세무직",2,"Married",6447,6,12,3,2,8,2,2,6,5,4,3,1983,3,0
49,"0","Travel_Rarely","Audit","1시간미만",4,"기술공학",638,4,"0",2,5,"기술직",3,"Divorced",19502,1,17,3,3,31,5,3,31,9,0,9,1971,3,28
24,"0","Travel_Rarely","Audit"," 1시간이상",3,"상경계",639,2,"0",4,1,"컨설팅직",4,"Married",2725,1,11,3,2,6,3,3,6,5,1,4,1996,2,27
26,"0","Travel_Rarely","Tax"," 1시간이상",2,"인문학",641,1,"0",3,2,"감사직",2,"Married",6272,1,20,4,4,6,5,4,5,3,1,4,1994,3,0
24,"0","Travel_Rarely","Audit","1시간미만",2,"기타",643,4,"0",2,1,"기술컨설팅직",2,"Married",2127,1,21,4,4,1,2,3,1,0,0,0,1996,0,0
50,"0","Travel_Frequently","CS & DA","30분미만",3,"상경계",644,1,"0",3,5,"연구직",2,"Married",18200,1,11,3,3,32,2,3,32,5,10,7,1970,3,0
25,"0","Travel_Rarely","Tax","1시간미만",1,"상경계",645,2,"0",3,1,"영업직",3,"Married",2096,1,11,3,3,7,1,3,7,4,0,6,1995,3,0
24,"1","Travel_Frequently","Audit","30분미만",3,"기술공학",647,1,"1",3,1,"기술컨설팅직",3,"Married",2886,1,16,3,4,6,4,3,6,3,1,2,1996,1,44
30,"1","Travel_Frequently","Tax","1시간미만",4,"기술공학",648,2,"0",2,1,"영업직",1,"Married",2033,1,18,3,3,1,2,4,1,0,0,0,1990,3,0
34,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",649,2,"0",2,1,"컨설팅직",4,"Married",3622,1,13,3,4,6,3,3,6,5,1,3,1986,2,5
31,"1","Travel_Rarely","Tax","1시간미만",4,"상경계",650,2,"0",3,2,"감사직",1,"Divorced",4233,2,17,3,3,9,2,1,3,1,1,2,1989,1,0
35,"0","Travel_Rarely","Audit"," 1시간이상",2,"기타",652,1,"0",2,2,"기술컨설팅직",4,"Single",3681,4,14,3,4,9,3,3,3,2,0,2,1985,1,0
31,"0","Travel_Rarely","Tax","30분미만",4,"상경계",653,1,"0",4,2,"감사직",4,"Divorced",5460,4,22,4,4,13,4,4,7,7,5,7,1989,0,0
27,"0","Travel_Rarely","Audit","30분미만",4,"상경계",655,1,"1",2,1,"컨설팅직",3,"Divorced",2187,0,12,3,3,6,5,2,5,3,0,3,1993,2,0
37,"0","Travel_Rarely","Tax","30분미만",3,"인문학",656,4,"0",3,2,"감사직",3,"Married",9602,4,11,3,3,17,3,2,3,0,1,0,1983,2,11
20,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",657,4,"1",2,1,"컨설팅직",2,"Single",2836,1,13,3,4,1,0,4,1,0,0,0,2000,3,0
42,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",659,3,"1",3,2,"투자자문직",4,"Married",4089,1,13,3,2,10,4,3,10,2,2,2,1978,0,0
43,"0","Travel_Rarely","Audit","30분미만",4,"기타",661,2,"0",2,4,"기술직",4,"Divorced",16627,4,14,3,3,21,3,2,1,0,0,0,1977,2,3
38,"0","Travel_Rarely","Audit","30분미만",1,"기술공학",662,3,"1",3,1,"컨설팅직",1,"Single",2619,3,17,3,4,8,3,2,0,0,0,0,1982,2,0
43,"0","Travel_Frequently","Audit","30분미만",5,"상경계",663,4,"0",3,2,"기술컨설팅직",3,"Divorced",5679,3,13,3,2,10,3,3,8,7,4,7,1977,1,13
48,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",664,4,"1",2,4,"연구직",1,"Married",15402,7,11,3,1,21,3,1,3,2,0,2,1972,0,0
44,"0","Travel_Rarely","CS & DA","30분미만",4,"기술공학",665,1,"1",2,2,"사무직",3,"Single",5985,4,11,3,2,10,1,4,2,2,0,2,1976,1,0
34,"0","Travel_Rarely","Tax","1시간미만",3,"자연과학",666,3,"1",3,1,"영업직",3,"Divorced",2579,1,18,3,4,8,3,3,8,2,0,6,1986,3,36
27,"1","Travel_Rarely","Tax","30분미만",1,"인문학",667,3,"0",3,1,"영업직",1,"Divorced",3041,0,11,3,2,5,3,3,4,3,0,2,1993,0,0
21,"0","Travel_Rarely","Tax"," 1시간이상",1,"자연과학",669,3,"0",3,1,"영업직",3,"Single",3447,1,11,3,3,3,2,3,3,2,1,2,1999,1,0
44,"0","Travel_Rarely","Audit","30분미만",4,"기타",671,4,"0",3,5,"연구직",4,"Married",19513,4,12,3,1,26,2,4,2,2,0,1,1976,0,7
22,"0","Travel_Rarely","Audit","30분미만",1,"상경계",675,1,"0",3,1,"컨설팅직",3,"Married",2773,0,20,4,4,3,3,3,2,2,2,2,1998,1,0
33,"0","Travel_Rarely","Tax","30분미만",4,"인문학",677,3,"0",3,2,"감사직",3,"Divorced",7104,0,12,3,4,6,3,3,5,0,1,2,1987,2,0
32,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",679,1,"1",3,2,"컨설팅직",4,"Married",6322,1,12,3,4,6,2,2,6,4,0,5,1988,0,13
30,"0","Travel_Frequently","Audit","30분미만",3,"상경계",680,3,"1",3,1,"컨설팅직",3,"Divorced",2083,1,20,4,3,1,2,3,1,0,0,0,1990,1,0
53,"0","Travel_Rarely","Tax","30분미만",1,"상경계",682,4,"1",3,2,"감사직",1,"Single",8381,7,20,4,4,18,2,4,14,7,8,10,1967,0,0
34,"0","Travel_Rarely","Audit","30분미만",5,"기술공학",683,2,"0",3,1,"컨설팅직",4,"Married",2691,1,12,3,4,10,4,2,10,9,8,8,1986,1,0
45,"1","Travel_Frequently","Tax"," 1시간이상",4,"기술공학",684,1,"1",3,2,"감사직",1,"Married",4286,2,14,3,4,5,4,3,1,1,0,0,1975,1,0
26,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",686,3,"1",3,1,"기술컨설팅직",4,"Married",2659,1,13,3,3,3,2,3,3,2,0,2,1994,0,20
37,"0","Travel_Rarely","Audit","30분미만",3,"기타",689,3,"0",3,3,"세무직",3,"Married",9434,1,15,3,3,10,2,3,10,7,7,8,1983,3,0
29,"0","Travel_Rarely","Tax","30분미만",2,"상경계",690,2,"1",3,2,"감사직",3,"Married",5561,1,14,3,1,6,5,2,6,0,1,2,1991,3,0
35,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",691,2,"0",1,2,"컨설팅직",4,"Single",6646,1,13,3,2,17,3,3,17,11,11,8,1985,2,0
33,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",692,3,"0",3,2,"투자자문직",4,"Divorced",7725,3,23,4,3,15,2,1,13,11,4,7,1987,3,0
54,"0","Travel_Rarely","CS & DA","1시간미만",4,"상경계",698,3,"0",3,3,"사무직",2,"Married",10725,2,15,3,3,16,1,4,9,7,7,1,1966,0,0
36,"0","Travel_Rarely","Audit","30분미만",2,"상경계",699,2,"0",2,2,"세무직",2,"Divorced",8847,2,11,3,3,13,2,3,3,2,0,2,1984,0,34
27,"0","Travel_Rarely","Audit","30분미만",4,"상경계",700,1,"0",2,1,"컨설팅직",4,"Single",2045,0,13,3,4,5,0,3,4,2,1,1,1993,3,0
20,"1","Travel_Rarely","Audit","30분미만",1,"상경계",701,4,"0",3,1,"컨설팅직",3,"Single",1009,1,11,3,4,1,5,3,1,0,1,1,2000,2,38
33,"1","Travel_Frequently","Audit","30분미만",3,"기술공학",702,1,"0",3,1,"컨설팅직",1,"Single",3348,1,11,3,1,10,3,3,10,8,9,7,1987,1,30
35,"0","Non-Travel","Audit","30분미만",3,"기술공학",704,3,"0",2,1,"기술컨설팅직",3,"Married",1281,1,18,3,3,1,3,3,1,0,0,0,1985,2,0
23,"0","Travel_Rarely","Audit","30분미만",3,"상경계",705,1,"0",4,1,"컨설팅직",1,"Married",2819,2,16,3,1,5,3,4,3,2,0,2,1997,0,0
25,"0","Travel_Rarely","Tax","30분미만",3,"기술공학",707,4,"0",4,2,"감사직",2,"Married",4851,0,22,4,3,4,4,3,3,2,1,2,1995,3,0
38,"0","Travel_Rarely","Tax","30분미만",4,"인문학",709,4,"1",2,2,"감사직",4,"Single",4028,0,20,4,1,8,2,3,7,7,0,5,1982,3,0
29,"0","Travel_Frequently","Audit","30분미만",4,"기술공학",710,2,"0",1,1,"컨설팅직",4,"Divorced",2720,1,18,3,4,10,5,3,10,7,2,8,1991,0,0
48,"0","Travel_Rarely","Tax","30분미만",1,"인문학",712,2,"0",4,2,"감사직",2,"Married",8120,3,12,3,4,12,3,3,2,2,2,2,1972,3,0
27,"0","Travel_Frequently","Tax","30분미만",1,"상경계",714,4,"1",4,2,"감사직",4,"Divorced",4647,1,20,4,2,6,3,3,6,5,0,4,1993,2,4
37,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",715,4,"0",4,1,"컨설팅직",4,"Single",4680,3,17,3,1,4,2,3,1,0,0,0,1983,0,0
50,"0","Travel_Rarely","Audit"," 1시간이상",1,"상경계",716,4,"0",4,1,"기술컨설팅직",3,"Married",3221,1,11,3,3,20,3,3,20,8,3,8,1970,3,17
34,"0","Travel_Rarely","Audit","30분미만",3,"상경계",717,4,"1",2,3,"투자자문직",2,"Single",8621,1,14,3,2,9,3,4,8,7,7,7,1986,0,0
24,"1","Travel_Rarely","Tax","30분미만",2,"기술공학",720,1,"1",3,2,"감사직",3,"Single",4577,9,14,3,1,4,3,3,2,2,2,0,1996,3,0
39,"0","Travel_Rarely","Audit","30분미만",4,"자연과학",721,4,"1",2,2,"투자자문직",3,"Single",4553,1,11,3,1,20,4,3,20,7,11,10,1981,2,0
32,"0","Travel_Rarely","Tax","30분미만",3,"인문학",722,4,"0",3,2,"감사직",4,"Single",5396,1,12,3,4,10,2,2,10,7,0,8,1988,0,0
50,"1","Travel_Frequently","Tax","30분미만",2,"자연과학",723,2,"0",3,2,"감사직",3,"Married",6796,3,14,3,1,18,4,3,4,3,1,3,1970,1,15
38,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",724,2,"1",4,2,"투자자문직",4,"Single",7625,0,13,3,3,10,4,2,9,7,1,8,1982,2,0
27,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",725,3,"1",3,3,"세무직",1,"Married",7412,1,11,3,4,9,3,3,9,7,0,7,1993,1,0
32,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",727,3,"1",3,3,"기술직",4,"Single",11159,3,15,3,4,10,6,3,7,7,7,7,1988,3,0
47,"0","Travel_Rarely","Tax","1시간미만",4,"인문학",728,4,"0",3,2,"감사직",1,"Single",4960,2,12,3,4,20,2,3,7,7,1,7,1973,2,0
40,"0","Travel_Frequently","Tax","30분미만",4,"기술공학",729,4,"0",2,3,"감사직",1,"Married",10475,5,21,4,3,20,2,3,18,13,1,12,1980,2,51
53,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",730,3,"0",4,4,"기술직",3,"Married",14814,3,19,3,3,32,3,3,5,1,1,3,1967,1,0
41,"0","Travel_Rarely","CS & DA","30분미만",4,"예체능",731,2,"0",2,5,"연구직",4,"Divorced",19141,3,15,3,2,23,2,2,21,6,12,6,1979,1,0
60,"0","Travel_Rarely","Tax","1시간미만",4,"인문학",732,1,"0",3,2,"감사직",1,"Single",5405,8,14,3,4,10,1,3,2,2,2,2,1960,3,0
27,"0","Travel_Frequently","Audit","30분미만",2,"기술공학",733,4,"0",3,3,"세무직",1,"Divorced",8793,1,21,4,3,9,4,2,9,7,1,7,1993,1,0
41,"0","Travel_Rarely","CS & DA","30분미만",3,"예체능",734,4,"0",2,5,"연구직",3,"Married",19189,1,12,3,2,22,3,3,22,7,2,10,1979,1,0
50,"0","Travel_Rarely","Tax","30분미만",4,"인문학",738,4,"0",3,1,"영업직",2,"Married",3875,7,15,3,4,4,2,3,2,2,2,2,1970,0,0
28,"1","Travel_Rarely","Audit","30분미만",2,"기술공학",741,1,"1",1,1,"컨설팅직",2,"Single",2216,7,13,3,4,10,4,3,7,7,3,7,1992,3,46
